inspection_id,work_id,inspection_date,inspector_designation,inspection_stage,rating,findings_summary,defects_observed,rectification_deadline,inspection_photo_ref,synthetic_demo_data
INSP-DEMO-005517,MPLAD-WRK-004386,2023-08-21,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005517.jpg,True
INSP-DEMO-005518,MPLAD-WRK-004386,2023-10-11,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005518.jpg,True
INSP-DEMO-005519,MPLAD-WRK-004387,2022-11-13,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005519.jpg,True
INSP-DEMO-005520,MPLAD-WRK-004387,2023-01-02,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005520.jpg,True
INSP-DEMO-005521,MPLAD-WRK-004388,2024-03-13,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005521.jpg,True
INSP-DEMO-005522,MPLAD-WRK-004388,2024-05-08,Executive Engineer - PWD (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005522.jpg,True
INSP-DEMO-005523,MPLAD-WRK-004388,2024-07-19,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005523.jpg,True
INSP-DEMO-005524,MPLAD-WRK-004389,2023-10-08,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005524.jpg,True
INSP-DEMO-005525,MPLAD-WRK-004391,2023-11-11,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005525.jpg,True
INSP-DEMO-005526,MPLAD-WRK-004392,2023-01-02,District Planning Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005526.jpg,True
INSP-DEMO-005527,MPLAD-WRK-004392,2023-03-01,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005527.jpg,True
INSP-DEMO-005528,MPLAD-WRK-004393,2023-05-13,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005528.jpg,True
INSP-DEMO-005529,MPLAD-WRK-004394,2024-10-11,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005529.jpg,True
INSP-DEMO-005530,MPLAD-WRK-004395,2024-02-15,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005530.jpg,True
INSP-DEMO-005531,MPLAD-WRK-004395,2024-04-07,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005531.jpg,True
INSP-DEMO-005532,MPLAD-WRK-004397,2023-02-07,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005532.jpg,True
INSP-DEMO-005533,MPLAD-WRK-004398,2024-07-20,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005533.jpg,True
INSP-DEMO-005534,MPLAD-WRK-004399,2025-02-18,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005534.jpg,True
INSP-DEMO-005535,MPLAD-WRK-004399,2025-04-18,Independent Quality Assessor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005535.jpg,True
INSP-DEMO-005536,MPLAD-WRK-004399,2025-06-08,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005536.jpg,True
INSP-DEMO-005537,MPLAD-WRK-004400,2024-09-20,Executive Engineer - PWD (Demo),Final Quality Inspection,Requires Rectification,Site inspection conducted. Quality benchmark verified as Requires Rectification.,True,2024-10-20,inspections/insp_demo_005537.jpg,True
INSP-DEMO-005538,MPLAD-WRK-004401,2024-12-16,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005538.jpg,True
INSP-DEMO-005539,MPLAD-WRK-004401,2025-02-13,Independent Quality Assessor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005539.jpg,True
INSP-DEMO-005540,MPLAD-WRK-004401,2025-04-10,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005540.jpg,True
INSP-DEMO-005541,MPLAD-WRK-004402,2022-08-25,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005541.jpg,True
INSP-DEMO-005542,MPLAD-WRK-004404,2022-09-02,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005542.jpg,True
INSP-DEMO-005543,MPLAD-WRK-004406,2023-04-26,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005543.jpg,True
INSP-DEMO-005544,MPLAD-WRK-004407,2024-02-13,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005544.jpg,True
INSP-DEMO-005545,MPLAD-WRK-004407,2024-03-24,Sub-Divisional Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005545.jpg,True
INSP-DEMO-005546,MPLAD-WRK-004407,2024-05-27,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005546.jpg,True
INSP-DEMO-005547,MPLAD-WRK-004408,2023-04-21,District Planning Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005547.jpg,True
INSP-DEMO-005548,MPLAD-WRK-004408,2023-06-09,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005548.jpg,True
INSP-DEMO-005549,MPLAD-WRK-004409,2023-02-15,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005549.jpg,True
INSP-DEMO-005550,MPLAD-WRK-004409,2023-03-23,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005550.jpg,True
INSP-DEMO-005551,MPLAD-WRK-004410,2024-10-20,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005551.jpg,True
INSP-DEMO-005552,MPLAD-WRK-004412,2023-02-27,Independent Quality Assessor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005552.jpg,True
INSP-DEMO-005553,MPLAD-WRK-004412,2023-04-30,District Planning Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005553.jpg,True
INSP-DEMO-005554,MPLAD-WRK-004412,2023-06-28,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005554.jpg,True
INSP-DEMO-005555,MPLAD-WRK-004413,2024-06-26,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005555.jpg,True
INSP-DEMO-005556,MPLAD-WRK-004414,2022-10-06,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005556.jpg,True
INSP-DEMO-005557,MPLAD-WRK-004415,2024-09-28,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005557.jpg,True
INSP-DEMO-005558,MPLAD-WRK-004418,2023-12-20,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005558.jpg,True
INSP-DEMO-005559,MPLAD-WRK-004419,2023-07-03,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005559.jpg,True
INSP-DEMO-005560,MPLAD-WRK-004419,2023-08-24,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005560.jpg,True
INSP-DEMO-005561,MPLAD-WRK-004420,2023-04-15,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005561.jpg,True
INSP-DEMO-005562,MPLAD-WRK-004421,2024-04-10,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005562.jpg,True
INSP-DEMO-005563,MPLAD-WRK-004422,2023-10-27,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005563.jpg,True
INSP-DEMO-005564,MPLAD-WRK-004422,2024-01-09,Sub-Divisional Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005564.jpg,True
INSP-DEMO-005565,MPLAD-WRK-004422,2024-03-21,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005565.jpg,True
INSP-DEMO-005566,MPLAD-WRK-004423,2025-04-20,Sub-Divisional Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005566.jpg,True
INSP-DEMO-005567,MPLAD-WRK-004423,2025-06-16,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005567.jpg,True
INSP-DEMO-005568,MPLAD-WRK-004424,2024-12-18,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005568.jpg,True
INSP-DEMO-005569,MPLAD-WRK-004425,2023-08-04,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005569.jpg,True
INSP-DEMO-005570,MPLAD-WRK-004425,2023-09-10,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005570.jpg,True
INSP-DEMO-005571,MPLAD-WRK-004426,2024-04-03,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005571.jpg,True
INSP-DEMO-005572,MPLAD-WRK-004427,2024-07-19,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005572.jpg,True
INSP-DEMO-005573,MPLAD-WRK-004430,2023-12-27,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005573.jpg,True
INSP-DEMO-005574,MPLAD-WRK-004431,2025-06-17,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005574.jpg,True
INSP-DEMO-005575,MPLAD-WRK-004432,2024-11-08,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005575.jpg,True
INSP-DEMO-005576,MPLAD-WRK-004432,2024-12-16,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005576.jpg,True
INSP-DEMO-005577,MPLAD-WRK-004433,2024-12-17,Executive Engineer - PWD (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005577.jpg,True
INSP-DEMO-005578,MPLAD-WRK-004434,2024-11-25,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005578.jpg,True
INSP-DEMO-005579,MPLAD-WRK-004434,2025-01-28,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005579.jpg,True
INSP-DEMO-005580,MPLAD-WRK-004435,2022-10-12,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005580.jpg,True
INSP-DEMO-005581,MPLAD-WRK-004435,2022-12-12,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005581.jpg,True
INSP-DEMO-005582,MPLAD-WRK-004436,2022-08-30,Independent Quality Assessor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005582.jpg,True
INSP-DEMO-005583,MPLAD-WRK-004436,2022-11-10,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_005583.jpg,True
INSP-DEMO-005584,MPLAD-WRK-004437,2023-02-19,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_005584.jpg,True
INSP-DEMO-005585,MPLAD-WRK-004438,2024-09-09,Independent Quality Assessor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005585.jpg,True
INSP-DEMO-005586,MPLAD-WRK-004438,2024-11-11,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_005586.jpg,True
