work_id,state,district,constituency,mp_reference,mp_house,work_title,category,agency_id,agency_name,status,estimate_amount,sanctioned_amount,cumulative_payments,expenditure,physical_progress_pct,recommendation_date,sanction_date,work_order_date,commencement_date,target_completion_date,actual_completion_date,latitude,longitude,is_anomaly,anomaly_type,anomaly_description,duplicate_of_work_id,synthetic_demo_data
MPLAD-WRK-004711,Kerala,Thiruvananthapuram,Thiruvananthapuram Parliamentary Constituency,MP-LOK-DEMO-034,Lok Sabha (Demo),Provision of Advanced Mobile Medical Diagnostic Van and Equipment for Neyyattinkara Sector-1,Health & Sanitation,AGY-SYNTH-0205,Thiruvananthapuram State Sports Infrastructure Authority (Demo) Unit-5,Work Order Issued,1043966.55,1030284.48,154542.67,77271.34,0.0,2024-02-15,2024-03-18,2024-04-13,2024-05-10,2024-12-01,,8.494569,76.920697,False,,,,True
MPLAD-WRK-004712,Punjab,Ludhiana,Ludhiana Parliamentary Constituency,MP-RAJ-DEMO-048,Rajya Sabha (Demo),Construction of Check Dam and Water Harvesting Percolation Structure across Nullah at Ludhiana West Sector-5,Irrigation & Flood Control,AGY-SYNTH-0024,Ludhiana Zilla Parishad Engineering Division (Demo) Unit-4,Completed,1342944.78,1318334.72,1318334.72,1306047.46,100.0,2024-03-06,2024-04-19,2024-05-20,2024-06-13,2025-04-17,2025-04-26,30.886769,75.838181,False,,,,True
MPLAD-WRK-004713,Uttar Pradesh,Prayagraj,Allahabad Parliamentary Constituency,MP-LOK-DEMO-020,Lok Sabha (Demo),Construction of Farmers Agro-Produce Storage and Community Shed at Allahabad North Sector-15,Community Infrastructure & Halls,AGY-SYNTH-0038,Prayagraj Water Supply & Sanitation Board (Demo) Unit-3,Completed,1883470.69,1802748.85,1802748.85,1761539.92,100.0,2022-10-23,2022-11-22,2022-12-24,2023-01-16,2023-10-05,2023-09-30,25.429525,81.836409,False,,,,True
MPLAD-WRK-004714,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,MP-LOK-DEMO-017,Lok Sabha (Demo),Rehabilitation of Traditional Irrigation Tank and Sluice Gate System at Varanasi North Sector-3,Irrigation & Flood Control,AGY-SYNTH-0101,Varanasi Municipal Engineering Cell (Demo) Unit-1,Completed,2297804.81,2219493.41,2219493.41,2170036.32,100.0,2024-02-21,2024-03-19,2024-04-30,2024-05-26,2025-04-13,2025-05-09,25.258761,83.01248,False,,,,True
MPLAD-WRK-004715,Assam,Dibrugarh,Dibrugarh Parliamentary Constituency,MP-LOK-DEMO-046,Lok Sabha (Demo),Setting up of Digital STEM Learning and Computer Laboratory at Govt School in Naharkatia Sector-1,Education Infrastructure,AGY-SYNTH-0221,Dibrugarh Zilla Parishad Engineering Division (Demo) Unit-1,Completed,1645645.29,1604606.44,1604606.44,1593987.1,100.0,2022-06-08,2022-08-03,2022-08-18,2022-09-15,2023-03-27,2023-05-06,27.454414,94.850864,False,,,,True
MPLAD-WRK-004716,Bihar,Patna,Patna Sahib Parliamentary Constituency,MP-LOK-DEMO-040,Lok Sabha (Demo),Development of Playground with Fencing and Floodlights at Masaurhi Sector-7,Sports & Youth Development,AGY-SYNTH-0126,Patna Irrigation & Flood Management Dept (Demo) Unit-1,In Progress,1215561.33,1189160.99,494693.27,477988.2,43.7,2024-08-15,2024-10-11,2024-11-19,2024-12-13,2025-05-27,,25.646377,85.190809,False,,,,True
MPLAD-WRK-004717,Maharashtra,Nashik,Nashik Parliamentary Constituency,MP-LOK-DEMO-003,Lok Sabha (Demo),Installation of Community Lift Irrigation Scheme with Pipeline for Farmlands in Sinnar Sector-6,Irrigation & Flood Control,AGY-SYNTH-0102,Nashik Rural Development Agency (Demo) Unit-2,Completed,3438020.73,3459603.51,3459603.51,3439906.97,100.0,2022-05-27,2022-07-06,2022-08-17,2022-09-16,2023-05-02,2023-06-08,19.938479,73.723843,False,,,,True
MPLAD-WRK-004718,Uttar Pradesh,Kanpur Nagar,Kanpur Parliamentary Constituency,MP-RAJ-DEMO-018,Rajya Sabha (Demo),Construction of Additional Smart Classrooms for Govt Higher Secondary School at Ghatampur Sector-13,Education Infrastructure,AGY-SYNTH-0017,Kanpur Nagar Rural Development Agency (Demo) Unit-2,Completed,2503238.44,2500792.7,2500792.7,2496066.86,100.0,2023-01-18,2023-02-09,2023-03-12,2023-03-23,2023-11-20,2023-12-30,26.49562,80.315868,False,,,,True
MPLAD-WRK-004719,Andhra Pradesh,Krishna,Machilipatnam Parliamentary Constituency,MP-LOK-DEMO-052,Lok Sabha (Demo),Construction of Over-Head Water Storage Tank and Distribution Pipeline in Gudivada Sector-9,Drinking Water,AGY-SYNTH-0123,Krishna State Sports Infrastructure Authority (Demo) Unit-3,Completed,608457.26,593037.61,593037.61,587392.8,100.0,2023-10-12,2023-12-05,2023-12-16,2024-01-09,2024-06-08,2024-07-05,16.136629,81.118057,False,,,,True
MPLAD-WRK-004720,Uttar Pradesh,Prayagraj,Allahabad Parliamentary Constituency,MP-LOK-DEMO-020,Lok Sabha (Demo),Setting up of Rooftop Solar Power Plant with Battery Backup for PHC at Phulpur Sector-9,Renewable & Solar Energy,AGY-SYNTH-0038,Prayagraj Water Supply & Sanitation Board (Demo) Unit-3,In Progress,691834.56,666611.32,278935.61,273177.48,41.7,2023-08-23,2023-09-23,2023-10-26,2023-11-06,2024-01-30,,25.386898,81.827911,False,,,,True
MPLAD-WRK-004721,West Bengal,North 24 Parganas,Barasat Parliamentary Constituency,MP-LOK-DEMO-031,Lok Sabha (Demo),Construction of Public Sanitation Complex and Bio-Toilet Block at Barasat Sector-11,Health & Sanitation,AGY-SYNTH-0227,North 24 Parganas State Renewable Energy Development Corp (Demo) Unit-2,Completed,2128196.68,2027346.24,2027346.24,2000052.43,100.0,2022-10-20,2022-12-08,2023-01-04,2023-01-26,2023-10-12,2023-10-25,22.699172,88.407652,False,,,,True
MPLAD-WRK-004722,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,MP-LOK-DEMO-021,Lok Sabha (Demo),Rejuvenation of Traditional Drinking Water Stepwell and Filter Beds at Jamwa Ramgarh Sector-11,Drinking Water,AGY-SYNTH-0109,Jaipur Irrigation & Flood Management Dept (Demo) Unit-4,In Progress,672040.62,662922.46,479576.11,438991.44,76.2,2023-08-07,2023-10-05,2023-10-18,2023-11-11,2024-03-06,,26.910063,75.731179,False,,,,True
MPLAD-WRK-004723,Maharashtra,Nashik,Nashik Parliamentary Constituency,MP-LOK-DEMO-003,Lok Sabha (Demo),Reconstruction of Damaged All-Weather Village Connectivity Road at Igatpuri Sector-14,"Roads, Pathways & Bridges",AGY-SYNTH-0105,Nashik Irrigation & Flood Management Dept (Demo) Unit-5,Work Order Issued,1302118.23,1287912.45,0.0,0.0,0.0,2022-04-30,2022-06-28,2022-07-08,2022-08-06,2023-07-17,,20.021522,73.826152,False,,,,True
MPLAD-WRK-004724,Rajasthan,Kota,Kota Parliamentary Constituency,MP-RAJ-DEMO-024,Rajya Sabha (Demo),Rehabilitation of Traditional Irrigation Tank and Sluice Gate System at Ramganj Mandi Sector-14,Irrigation & Flood Control,AGY-SYNTH-0013,Kota Water Supply & Sanitation Board (Demo) Unit-3,Completed,2253240.69,2294919.7,2294919.7,2264588.88,100.0,2024-08-07,2024-09-20,2024-10-12,2024-11-08,2025-08-25,2025-09-18,25.215314,75.801384,False,,,,True
MPLAD-WRK-004725,Assam,Kamrup Metropolitan,Gauhati Parliamentary Constituency,MP-LOK-DEMO-045,Lok Sabha (Demo),Deployment of Solar Powered LED Street Lights along Main Road connecting Chandrapur Sector-3 to Chandrapur Village-4,Renewable & Solar Energy,AGY-SYNTH-0135,Kamrup Metropolitan Public Works Dept (Demo) Unit-5,In Progress,564793.47,575826.88,192343.95,180727.62,37.8,2023-05-19,2023-06-26,2023-07-30,2023-08-28,2023-11-25,,26.108302,91.715261,False,,,,True
MPLAD-WRK-004726,Punjab,Amritsar,Amritsar Parliamentary Constituency,MP-LOK-DEMO-047,Lok Sabha (Demo),Construction of Flood Protection Embankment and Stone Pitching Wall along River near Amritsar North Sector-1,Irrigation & Flood Control,AGY-SYNTH-0018,Amritsar Water Supply & Sanitation Board (Demo) Unit-3,In Progress,1490476.44,1454748.3,1351949.13,1285390.75,89.8,2024-10-24,2024-11-14,2024-12-27,2025-01-11,2025-09-22,,31.668497,74.825672,False,,,,True
MPLAD-WRK-004727,Bihar,Gaya,Gaya Parliamentary Constituency,MP-LOK-DEMO-041,Lok Sabha (Demo),Upgradation of Pediatric & Maternal Care Ward at Community Health Centre in Sherghati Sector-1,Health & Sanitation,AGY-SYNTH-0001,Gaya Rural Development Agency (Demo) Unit-1,In Progress,1191663.38,1142628.43,1013026.8,899851.59,85.3,2023-09-02,2023-10-04,2023-11-05,2023-12-01,2024-07-20,,24.780053,85.058657,False,,,,True
MPLAD-WRK-004728,Andhra Pradesh,Visakhapatnam,Visakhapatnam Parliamentary Constituency,MP-LOK-DEMO-051,Lok Sabha (Demo),Upgradation of Pediatric & Maternal Care Ward at Community Health Centre in Visakhapatnam South Sector-15,Health & Sanitation,AGY-SYNTH-0063,Visakhapatnam State Sports Infrastructure Authority (Demo) Unit-3,Work Order Issued,1136564.79,1113473.76,0.0,0.0,0.0,2022-09-07,2022-11-01,2022-11-14,2022-12-14,2023-07-14,,17.671729,83.277041,False,,,,True
MPLAD-WRK-004729,Karnataka,Belagavi,Belgaum Parliamentary Constituency,MP-LOK-DEMO-014,Lok Sabha (Demo),"Desilting, Deepening and Concrete Lining of Agricultural Irrigation Canal from Bailhongal Sector-3 to Bailhongal Village-15",Irrigation & Flood Control,AGY-SYNTH-0191,Belagavi Zilla Parishad Engineering Division (Demo) Unit-1,Completed,1068890.08,1077500.12,1077500.12,1053517.22,100.0,2023-09-19,2023-11-16,2023-12-10,2024-01-08,2024-09-19,2024-11-14,15.901186,74.425518,False,,,,True
MPLAD-WRK-004730,Punjab,Ludhiana,Ludhiana Parliamentary Constituency,MP-RAJ-DEMO-048,Rajya Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Khanna Sector-4,Community Infrastructure & Halls,AGY-SYNTH-0115,Ludhiana Municipal Engineering Cell (Demo) Unit-5,Completed,1504349.07,1430845.58,1430845.58,1421526.82,100.0,2024-03-07,2024-04-02,2024-05-17,2024-05-27,2025-02-25,2025-03-18,30.952193,75.866532,False,,,,True
MPLAD-WRK-004731,West Bengal,North 24 Parganas,Barasat Parliamentary Constituency,MP-LOK-DEMO-031,Lok Sabha (Demo),Setting up of 25 kW Decentralized Solar Mini-Grid for Village Electrification at Barasat Sector-12,Renewable & Solar Energy,AGY-SYNTH-0173,North 24 Parganas State Renewable Energy Development Corp (Demo) Unit-3,Completed,1242630.47,1257148.8,1257148.8,1243377.93,100.0,2024-06-04,2024-08-02,2024-09-13,2024-09-23,2025-03-09,2025-03-29,22.721718,88.539738,False,,,,True
MPLAD-WRK-004732,Bihar,Patna,Patna Sahib Parliamentary Constituency,MP-LOK-DEMO-040,Lok Sabha (Demo),Reconstruction of Damaged All-Weather Village Connectivity Road at Patna Sadar Sector-15,"Roads, Pathways & Bridges",AGY-SYNTH-0190,Patna Rural Development Agency (Demo) Unit-5,Completed,1703899.09,1679608.69,1679608.69,1658335.89,100.0,2024-11-09,2024-12-23,2025-02-03,2025-02-21,2026-01-13,2026-02-08,25.556285,85.112837,False,,,,True
MPLAD-WRK-004733,West Bengal,North 24 Parganas,Barasat Parliamentary Constituency,MP-LOK-DEMO-031,Lok Sabha (Demo),Construction of Modern Crematorium / Burial Ground Amenities with Shed at Barasat Sector-4,Community Infrastructure & Halls,AGY-SYNTH-0173,North 24 Parganas State Renewable Energy Development Corp (Demo) Unit-3,In Progress,1806626.14,1756050.35,971070.45,941456.86,54.9,2024-01-30,2024-03-23,2024-04-29,2024-05-29,2025-03-02,,22.738155,88.400212,False,,,,True
MPLAD-WRK-004734,Karnataka,Mysuru,Mysore Parliamentary Constituency,MP-RAJ-DEMO-012,Rajya Sabha (Demo),Construction of Public Sanitation Complex and Bio-Toilet Block at K.R. Nagar Sector-4,Health & Sanitation,AGY-SYNTH-0192,Mysuru Rural Development Agency (Demo) Unit-2,Completed,956858.06,923382.66,923382.66,898356.51,100.0,2024-02-17,2024-04-01,2024-04-22,2024-05-20,2025-01-14,2025-01-28,12.243744,76.705623,False,,,,True
MPLAD-WRK-004735,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,MP-LOK-DEMO-016,Lok Sabha (Demo),Construction of Bridge over Canal with Approach Roads at Mohanlalganj Sector-4,"Roads, Pathways & Bridges",AGY-SYNTH-0117,Lucknow Zilla Parishad Engineering Division (Demo) Unit-2,Completed,2634731.31,2611194.91,2611194.91,2599443.15,100.0,2025-01-31,2025-03-13,2025-03-27,2025-04-25,2026-04-15,2026-02-20,26.777524,80.874057,False,,,,True
MPLAD-WRK-004736,Bihar,Gaya,Gaya Parliamentary Constituency,MP-LOK-DEMO-041,Lok Sabha (Demo),Establishment of Solid Waste Management & Segregation Facility at Gaya Town Sector-8,Health & Sanitation,AGY-SYNTH-0242,Gaya Rural Development Agency (Demo) Unit-2,Completed,2439219.32,2442686.66,2442686.66,2382117.75,100.0,2022-06-24,2022-07-28,2022-09-03,2022-10-02,2023-04-05,2023-05-06,24.798361,84.979424,False,,,,True
MPLAD-WRK-004737,Karnataka,Dakshina Kannada,Dakshina Kannada Parliamentary Constituency,MP-LOK-DEMO-015,Lok Sabha (Demo),Construction of Village Panchayat Sabha Bhawan and Citizen Service Centre at Bantwal Sector-14,Community Infrastructure & Halls,AGY-SYNTH-0002,Dakshina Kannada Municipal Engineering Cell (Demo) Unit-2,Work Order Issued,1112742.24,1100629.02,165094.35,82547.18,0.0,2022-04-13,2022-04-30,2022-05-18,2022-06-17,2023-04-19,,12.858764,74.834455,False,,,,True
MPLAD-WRK-004738,Telangana,Hyderabad,Hyderabad Parliamentary Constituency,MP-LOK-DEMO-043,Lok Sabha (Demo),"Desilting, Deepening and Concrete Lining of Agricultural Irrigation Canal from Charminar Sector-7 to Malakpet Village-18",Irrigation & Flood Control,AGY-SYNTH-0208,Hyderabad Rural Development Agency (Demo) Unit-3,In Progress,1878042.67,1894462.85,1503926.59,1462676.45,75.5,2023-02-21,2023-03-09,2023-03-21,2023-04-07,2023-12-16,,17.376277,78.431355,False,,,,True
MPLAD-WRK-004739,Odisha,Cuttack,Cuttack Parliamentary Constituency,MP-LOK-DEMO-050,Lok Sabha (Demo),Construction of Additional Smart Classrooms for Govt Higher Secondary School at Salepur Sector-1,Education Infrastructure,AGY-SYNTH-0036,Cuttack Public Works Dept (Demo) Unit-1,In Progress,3133327.15,3030128.46,743080.36,689236.38,27.0,2025-01-15,2025-02-03,2025-03-04,2025-03-18,2026-01-08,,20.412454,85.83676,False,,,,True
MPLAD-WRK-004740,Tamil Nadu,Salem,Salem Parliamentary Constituency,MP-LOK-DEMO-010,Lok Sabha (Demo),Construction of Village Panchayat Sabha Bhawan and Citizen Service Centre at Salem North Sector-4,Community Infrastructure & Halls,AGY-SYNTH-0008,Salem Water Supply & Sanitation Board (Demo) Unit-3,In Progress,1857236.4,1826166.19,1194752.2,1107800.89,62.3,2023-03-03,2023-04-08,2023-05-23,2023-06-04,2024-01-03,,11.627449,78.107238,False,,,,True
MPLAD-WRK-004741,West Bengal,North 24 Parganas,Barasat Parliamentary Constituency,MP-LOK-DEMO-031,Lok Sabha (Demo),Provision of Advanced Mobile Medical Diagnostic Van and Equipment for Barasat Sector-7,Health & Sanitation,AGY-SYNTH-0222,North 24 Parganas Water Supply & Sanitation Board (Demo) Unit-2,Completed,699650.12,677576.34,677576.34,663132.78,100.0,2023-11-26,2024-01-17,2024-03-01,2024-03-13,2024-09-30,2024-11-23,22.671132,88.479484,False,,,,True
MPLAD-WRK-004742,Telangana,Hyderabad,Hyderabad Parliamentary Constituency,MP-LOK-DEMO-043,Lok Sabha (Demo),"Desilting, Deepening and Concrete Lining of Agricultural Irrigation Canal from Khairatabad Sector-10 to Malakpet Village-8",Irrigation & Flood Control,AGY-SYNTH-0116,Hyderabad State Renewable Energy Development Corp (Demo) Unit-1,Completed,1640367.03,1609916.82,1609916.82,1609852.79,100.0,2023-05-18,2023-06-21,2023-07-19,2023-08-10,2024-03-17,2024-03-08,17.40375,78.423098,False,,,,True
MPLAD-WRK-004743,Maharashtra,Nashik,Nashik Parliamentary Constituency,MP-LOK-DEMO-003,Lok Sabha (Demo),Installation of Rooftop Solar Energy System for Govt Educational Complex at Dindori Sector-7,Education Infrastructure,AGY-SYNTH-0105,Nashik Irrigation & Flood Management Dept (Demo) Unit-5,Work Order Issued,714994.4,702937.34,0.0,0.0,0.0,2023-02-25,2023-04-19,2023-05-23,2023-06-19,2024-01-27,,20.046992,73.818538,False,,,,True
MPLAD-WRK-004744,Maharashtra,Aurangabad,Aurangabad Parliamentary Constituency,MP-LOK-DEMO-004,Lok Sabha (Demo),Construction of Modern Primary Health Sub-Centre (PHC) Building at Kannad Sector-1,Health & Sanitation,AGY-SYNTH-0147,Aurangabad State Renewable Energy Development Corp (Demo) Unit-2,Completed,2672130.63,2699140.71,2699140.71,2679741.38,100.0,2024-08-01,2024-08-23,2024-10-04,2024-10-29,2025-05-09,2025-05-25,19.825794,75.373921,False,,,,True
MPLAD-WRK-004745,Andhra Pradesh,Krishna,Machilipatnam Parliamentary Constituency,MP-LOK-DEMO-052,Lok Sabha (Demo),Construction of Over-Head Water Storage Tank and Distribution Pipeline in Machilipatnam Sector-7,Drinking Water,AGY-SYNTH-0054,Krishna Rural Development Agency (Demo) Unit-4,Completed,242572.89,234633.83,234633.83,229268.73,100.0,2023-05-08,2023-06-19,2023-07-02,2023-07-31,2023-12-10,2024-02-01,16.204784,81.095219,False,,,,True
MPLAD-WRK-004746,Bihar,Patna,Patna Sahib Parliamentary Constituency,MP-LOK-DEMO-040,Lok Sabha (Demo),Installation of High-Mast Solar Street Lighting System across Public Squares in Bakhtiarpur Sector-6,Renewable & Solar Energy,AGY-SYNTH-0126,Patna Irrigation & Flood Management Dept (Demo) Unit-1,Completed,934134.64,891819.92,891819.92,877842.32,100.0,2024-06-15,2024-07-16,2024-08-14,2024-09-07,2024-11-21,2024-12-12,25.549487,85.17118,False,,,,True
MPLAD-WRK-004747,Telangana,Warangal,Warangal Parliamentary Constituency,MP-LOK-DEMO-044,Lok Sabha (Demo),Development of Playground with Fencing and Floodlights at Hanamkonda Sector-4,Sports & Youth Development,AGY-SYNTH-0255,Warangal Public Works Dept (Demo) Unit-5,Completed,1686842.46,1692588.83,1692588.83,1681324.37,100.0,2024-08-20,2024-10-04,2024-10-27,2024-11-15,2025-07-27,2025-08-25,17.984401,79.613283,False,,,,True
MPLAD-WRK-004748,Rajasthan,Kota,Kota Parliamentary Constituency,MP-RAJ-DEMO-024,Rajya Sabha (Demo),Upgradation of Cultural Community Centre and Public Amphitheater at Ramganj Mandi Sector-14,Community Infrastructure & Halls,AGY-SYNTH-0076,Kota Zilla Parishad Engineering Division (Demo) Unit-1,Completed,1670297.43,1662114.12,1662114.12,1659616.64,100.0,2022-09-15,2022-10-07,2022-11-05,2022-11-24,2023-10-20,2023-11-08,25.287284,75.80611,False,,,,True
MPLAD-WRK-004749,Kerala,Thiruvananthapuram,Thiruvananthapuram Parliamentary Constituency,MP-LOK-DEMO-034,Lok Sabha (Demo),Reconstruction of Damaged All-Weather Village Connectivity Road at Nedumangad Sector-2,"Roads, Pathways & Bridges",AGY-SYNTH-0125,Thiruvananthapuram State Renewable Energy Development Corp (Demo) Unit-5,Completed,2502164.96,2378235.65,2378235.65,2336020.78,100.0,2022-12-28,2023-01-12,2023-02-04,2023-02-23,2023-11-23,2023-11-11,8.481716,76.980637,False,,,,True
MPLAD-WRK-004750,Tamil Nadu,Salem,Salem Parliamentary Constituency,MP-LOK-DEMO-010,Lok Sabha (Demo),Construction of Farmers Agro-Produce Storage and Community Shed at Sankari Sector-4,Community Infrastructure & Halls,AGY-SYNTH-0008,Salem Water Supply & Sanitation Board (Demo) Unit-3,Completed,2472149.32,2498705.81,2498705.81,2459733.75,100.0,2022-09-25,2022-10-31,2022-12-11,2023-01-07,2023-08-05,2023-08-18,11.691079,78.092093,False,,,,True
MPLAD-WRK-004751,Gujarat,Vadodara,Vadodara Parliamentary Constituency,MP-LOK-DEMO-028,Lok Sabha (Demo),Setting up of Rooftop Solar Power Plant with Battery Backup for PHC at Padra Sector-4,Renewable & Solar Energy,AGY-SYNTH-0028,Vadodara Rural Development Agency (Demo) Unit-3,Completed,931752.69,937702.81,937702.81,924759.14,100.0,2022-06-27,2022-07-22,2022-08-06,2022-08-29,2022-12-17,2022-12-20,22.381122,73.23049,False,,,,True
MPLAD-WRK-004752,Madhya Pradesh,Gwalior,Gwalior Parliamentary Constituency,MP-LOK-DEMO-039,Lok Sabha (Demo),Installation of RO Clean Drinking Water Plant at Bhitarwar Sector-8,Drinking Water,AGY-SYNTH-0152,Gwalior Rural Development Agency (Demo) Unit-2,Completed,212671.72,204083.69,204083.69,199126.35,100.0,2022-08-14,2022-10-13,2022-10-31,2022-11-30,2023-03-15,2023-03-19,26.254938,78.133539,False,,,,True
MPLAD-WRK-004753,Bihar,Patna,Patna Sahib Parliamentary Constituency,MP-LOK-DEMO-040,Lok Sabha (Demo),Installation of RO Clean Drinking Water Plant at Masaurhi Sector-2,Drinking Water,AGY-SYNTH-0190,Patna Rural Development Agency (Demo) Unit-5,Completed,387142.55,387758.05,387758.05,381186.12,100.0,2023-07-27,2023-09-15,2023-10-23,2023-11-04,2024-03-22,2024-05-07,25.665619,85.205258,False,,,,True
MPLAD-WRK-004754,Tamil Nadu,Chennai,Chennai Central Parliamentary Constituency,MP-RAJ-DEMO-006,Rajya Sabha (Demo),Installation of RO Clean Drinking Water Plant at Tondiarpet Sector-12,Drinking Water,AGY-SYNTH-0164,Chennai Zilla Parishad Engineering Division (Demo) Unit-4,Completed,402224.14,401570.9,401570.9,390326.42,100.0,2023-03-21,2023-04-06,2023-04-30,2023-05-28,2023-11-14,2024-01-04,13.082022,80.273354,False,,,,True
MPLAD-WRK-004755,Assam,Kamrup Metropolitan,Gauhati Parliamentary Constituency,MP-LOK-DEMO-045,Lok Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Guwahati Sector-1",Education Infrastructure,AGY-SYNTH-0172,Kamrup Metropolitan Water Supply & Sanitation Board (Demo) Unit-2,Stalled,1894168.66,1881225.51,902394.74,721915.79,28.6,2023-04-20,2023-06-08,2023-07-23,2023-08-06,2024-04-27,,26.163711,91.671145,False,,,,True
MPLAD-WRK-004756,Gujarat,Ahmedabad,Ahmedabad East Parliamentary Constituency,MP-LOK-DEMO-026,Lok Sabha (Demo),Setting up of 25 kW Decentralized Solar Mini-Grid for Village Electrification at Ahmedabad City Sector-1,Renewable & Solar Energy,AGY-SYNTH-0121,Ahmedabad Water Supply & Sanitation Board (Demo) Unit-1,In Progress,533480.91,536459.48,283916.6,250573.63,52.7,2025-01-11,2025-02-07,2025-03-06,2025-03-30,2025-08-03,,23.076117,72.568991,False,,,,True
